Event Description,Year,outage_start_date,power_supplier,location,NERC Region,Demand Loss (MW),Number of Customers Affected,Tags,duration,state,outage_type
Hurricane Gustav,2008,9/1/2008,Louisiana Generating LLC,Louisiana,SERC,400,"150,000","severe weather, hurricane/tropical storm",296.8666666666667,Louisiana,Severe Weather
Hurricane Gustav,2008,9/1/2008,Cleco Power LLC,Louisiana,SERC,,"246,092","severe weather, hurricane/tropical storm",220.25,Louisiana,Severe Weather
Fuel Supply Curtailed,2008,8/31/2008,Dow Chemical Company,Louisiana,SERC,200,0,fuel supply emergency,457.5,Louisiana,Fuel Supply Emergency
Hurricane Gustav,2008,8/31/2008,Entergy Corporation,Arkansas,SERC,,"964,000","severe weather, hurricane/tropical storm",62.0,Arkansas,Severe Weather
Tropical Storm Fay,2008,8/24/2008,Southern Company,Georgia,SERC,110,"87,390","severe weather, hurricane/tropical storm",9.5,Georgia,Severe Weather
Tropical Storm Fay,2008,8/24/2008,Southern Company,Alabama,SERC,110,"87,390","severe weather, hurricane/tropical storm",9.5,Alabama,Severe Weather
Tropical Storm Fay,2008,8/21/2008,Progress Energy Florida,Florida,FRCC,,"430,000","severe weather, hurricane/tropical storm",85.0,Florida,Severe Weather
Tropical Storm Fay,2008,8/19/2008,Florida Power and Light,Florida,FRCC,,"101,950","severe weather, hurricane/tropical storm",84.51666666666667,Florida,Severe Weather
Declared Energy Emergency Alert 1/Made Public Appeals,2008,8/9/2008,XCEL,Texas,SPP,0,0,"fuel supply emergency, public appeal",8.766666666666667,Texas,Severe Weather
Severe Storms,2008,8/5/2008,Northern Indiana Public Service Company,Indiana,RFC,0,"63,000","severe weather, storm",6.833333333333333,Indiana,Severe Weather
Severe Thunderstorms,2008,8/3/2008,Entergy Corporation,Texas,SERC,,"59,500","severe weather, thunderstorm",2.75,Texas,Severe Weather
Severe Thunderstorms,2008,8/2/2008,Southern Company,Georgia,SERC,400,"131,115","severe weather, thunderstorm",9.5,Georgia,Severe Weather
Severe Thunderstorms,2008,8/2/2008,Southern Company,Alabama,SERC,400,"131,115","severe weather, thunderstorm",9.5,Alabama,Severe Weather
Electric System Separation/Severe Lightning Storms,2008,7/24/2008,ISO New England,Maine,NPCC,180,"110,000","severe weather, thunderstorm, islanding",10.3,Maine,Severe Weather
Hurricane Dolly,2008,7/23/2008,American Electric Power,Texas,TRE,703,"211,266","severe weather, hurricane/tropical storm",190.06666666666666,Texas,Severe Weather
Severe Thunderstorms,2008,7/22/2008,Duke Energy Indiana,Indiana,RFC,,"58,000","severe weather, thunderstorm",64.53333333333333,Indiana,Severe Weather
Indequate Electric Resources to Serve Load/Public Appeal,2008,7/22/2008,Southwestern Public Service Company,Texas,SPP,,-,"load shedding, public appeal",39.15,Texas,Load Shedding
Severe Thunderstorms,2008,7/22/2008,Duke Energy Ohio,Ohio,RFC,,"56,000","severe weather, thunderstorm",24.5,Ohio,Severe Weather
Storm,2008,7/21/2008,MidAmercian Energy Company,Iowa,MRO,170,"185,000","severe weather, storm",29.183333333333334,Iowa,Severe Weather
Storm,2008,7/21/2008,MidAmercian Energy Company,Illinois,MRO,170,"185,000","severe weather, storm",29.183333333333334,Illinois,Severe Weather
Unit Tripped,2008,7/10/2008,Crockett Cogeneration,California,WECC,240,-,generator trip,2.9833333333333334,California,Equipment Failures
Thunderstorms,2008,7/2/2008,Detroit Edison Company-DTE,Michigan,RFC,,"56,000","severe weather, thunderstorm",7.0,Michigan,Severe Weather
Brush Fire/Lines Loss/Transmission Emergency Declared,2008,7/2/2008,Southern California Edison,California,WECC,119,"37,784",wild fire,5.566666666666666,California,Wild Fire
Unit Tripped,2008,7/1/2008,Crockett Cogeneration,California,WECC,160,-,generator trip,4.483333333333333,California,Equipment Failures
Severe Wind Storm,2008,6/27/2008,Omaha Public Power District,Nebraska,MRO,650,"126,000","severe weather, wind",1.0,Nebraska,Severe Weather
Thunderstorms,2008,6/26/2008,Detroit Edison Company-DTE,Michigan,RFC,,"53,000","severe weather, thunderstorm",4.5,Michigan,Severe Weather
Transmission Equipment Failure/Load Shedding,2008,6/23/2008,Progress Energy Florida,Florida,FRCC,113,"32,593","load shedding, equipment failure",6.6,Florida,Transmission and Distribution Issues
Fire/Breaker Failure,2008,6/23/2008,Northern Indiana Public Service Company,Indiana,RFC,425,,equipment failure,0.016666666666666666,Indiana,Fire
Lightning Stirke/Uncontrolled Loss of Load,2008,6/22/2008,Northern Indiana Public Service Company,Indiana,RFC,650,,"severe weather, thunderstorm",0.16666666666666666,Indiana,Severe Weather
Electrical System Separation/Severe Lightning Storms,2008,6/21/2008,Pacific Gas and Electric Company,California,WECC,3,477,"severe weather, thunderstorm, islanding",3.7333333333333334,California,Severe Weather
Severe Thunderstorms,2008,6/17/2008,Oncor Electric Delivery Company LLC,Texas,TRE,,"234,393","severe weather, thunderstorm",59.483333333333334,Texas,Severe Weather
Thunderstorms/Uncontrolled Loss of Load,2008,6/17/2008,"Golden Spread Electric Cooperative, Inc",Texas,TRE,276,"37,330","severe weather, thunderstorm, uncontrolled loss",2.3333333333333335,Texas,Severe Weather
Thunderstorms/Uncontrolled Loss of Load,2008,6/17/2008,"Golden Spread Electric Cooperative, Inc",Texas,TRE,276,"37,330","severe weather, thunderstorm, uncontrolled loss",2.3333333333333335,Texas,Severe Weather
Thunderstorms/Uncontrolled Loss of Load,2008,6/17/2008,"Golden Spread Electric Cooperative, Inc",Oklahoma,TRE,276,"37,330","severe weather, thunderstorm, uncontrolled loss",2.3333333333333335,Oklahoma,Severe Weather
Electrical System Separation/Severe Thunderstorms,2008,6/17/2008,Southwestern Public Service Company,Texas,SPP,560,"18,000","severe weather, thunderstorm, islanding",5.333333333333333,Texas,Severe Weather
Thunderstorms,2008,6/16/2008,Dominion-Virginia Power,Virginia,SERC,"800-1,000","115,000","severe weather, thunderstorm",7.066666666666666,Virginia,Severe Weather
Electrical System Separation,2008,6/15/2008,Crawfordsville Electric Light and Power,Indiana,RFC,57,"9,700",islanding,1.6,Indiana,Electrical System Issues
Flooding and Uncontrolled Loss,2008,6/12/2008,"Midwest ISO, ITC, ALTW",Iowa,RFC,200,"21,000","severe weather, flooding, uncontrolled loss",144.5,Iowa,Severe Weather
Severe Thunderstorms,2008,6/10/2008,PECO Energy,Pennsylvania,RFC,,"198,000","severe weather, thunderstorm",92.98333333333333,Pennsylvania,Severe Weather
Severe Storm,2008,6/8/2008,Detroit Edison Company-DTE,Michigan,RFC,500,"150,000","severe weather, storm",197.5,Michigan,Severe Weather
Thunderstorms,2008,6/4/2008,Dominion-Virginia Power,Virginia,SERC,850,"253,800","severe weather, thunderstorm",30.433333333333334,Virginia,Severe Weather
Severe Weather,2008,6/3/2008,Allegheny Power,Virginia,RFC,634,"157,168",severe weather,102.0,Virginia,Severe Weather
"Load Shedding, Inadequate Electric Resources to Serve Load",2008,5/30/2008,"Entergy Services, Inc.",Louisiana,SERC,200-250,,load shedding,5.916666666666667,Louisiana,Load Shedding
Severe Thunderstorms,2008,5/30/2008,Indianapolis Power and Light,Indiana,RFC,,"70,000","severe weather, thunderstorm",121.98333333333333,Indiana,Severe Weather
Severe Storms,2008,5/30/2008,Exelon Corporation-ComEd,Illinois,RFC,,"109,000","severe weather, storm",13.5,Illinois,Severe Weather
Lightning Storm,2008,5/27/2008,ISO New England,Connecticut,NPCC,130,"56,400","severe weather, thunderstorm",1.8333333333333333,Connecticut,Severe Weather
Electric System Separation,2008,5/11/2008,Crawfordsville Electric Light and Power,Indiana,RFC,47,"9,700",islanding,3.8833333333333333,Indiana,Electrical System Issues
Severe Thunderstorms,2008,5/11/2008,Southern Company,Georgia,SERC,100,"80,539","severe weather, thunderstorm",32.5,Georgia,Severe Weather
Load Shedding,2008,5/8/2008,California ISO,California,WECC,483,0,load shedding,2.5833333333333335,California,Load Shedding
Severe Weather,2008,4/9/2008,Oncor Electrtic Delivery Company LLC,Texas,TRE,,"488,689",severe weather,81.25,Texas,Severe Weather
Severe Thunderstorms,2008,4/4/2008,Entergy Corporation,Mississippi,SERC,,"122,600","severe weather, thunderstorm",4.483333333333333,Mississippi,Severe Weather
Major Storm,2008,3/15/2008,Southern Company,Alabama,SERC,200,"157,744","severe weather, storm",23.583333333333332,Alabama,Severe Weather
Major Storm,2008,3/15/2008,Southern Company,Georgia,SERC,200,"157,744","severe weather, storm",23.583333333333332,Georgia,Severe Weather
Windstorm,2008,3/8/2008,Dominion-Virginia Power,Virginia,SERC,210,"141,130","severe weather, wind",7.75,Virginia,Severe Weather
Severe Weather,2008,3/8/2008,PECO Energy,Pennsylvania,RFC,,"168,449",severe weather,45.733333333333334,Pennsylvania,Severe Weather
Transmission Equipment Failure,2008,2/26/2008,Florida Power and Light,Florida,FRCC,"3,200","584,384","equipment failure, transmission interruption",3.033333333333333,Florida,Transmission and Distribution Issues
Thunderstorms,2008,2/26/2008,Southern Company,Georgia,SERC,484,"145,380","severe weather, thunderstorm",10.0,Georgia,Severe Weather
Under Frequency/Load Shedding,2008,2/26/2008,Florida Municipal Power Agency,Florida,FRCC,140,"47,661",load shedding,1.0166666666666666,Florida,Load Shedding
Shed Firm Load,2008,2/26/2008,Seminole Electric Cooperative,Florida,FRCC,120,"56,000",load shedding,0.6333333333333333,Florida,Load Shedding
Electrical System Separation,2008,2/15/2008,Pacific Gas and Electric Company,California,WECC,10,"10,008",islanding,4.5,California,Electrical System Issues
Load Shedding,2008,2/14/2008,PacifiCorp,Utah,WECC,"2,818","74,031",load shedding,2.5166666666666666,Utah,Load Shedding
Ice Storm,2008,2/13/2008,ISO New England,Maine,NPCC,50,"50,462","severe weather, winter storm",17.283333333333335,Maine,Severe Weather
Severe Weather,2008,2/12/2008,Entergy Corporation,Louisiana,SERC,,"54,000",severe weather,74.0,Louisiana,Severe Weather
Severe Weather,2008,2/10/2008,Allegheny Power,Maryland,RFC,412,"100,969",severe weather,64.71666666666667,Maryland,Severe Weather
High Winds,2008,2/10/2008,American Electric Power,Virginia,RFC,,"97,342","severe weather, wind",102.08333333333333,Virginia,Severe Weather
High Winds,2008,2/10/2008,American Electric Power,Virginia,RFC,,"97,342","severe weather, wind",102.08333333333333,Virginia,Severe Weather
High Winds,2008,2/10/2008,PJM Interconnection LLC,Pennsylvania,RFC,,"212,560","severe weather, wind",12.6,Pennsylvania,Severe Weather
Electrical System Separation,2008,2/9/2008,Pacific Gas and Electric Company,California,WECC,0,0,islanding,3.566666666666667,California,Electrical System Issues
Severe Weather,2008,2/6/2008,Tennessee Valley Authority,Tennessee,SERC,,"57,000",severe weather,2.0,Tennessee,Severe Weather
Severe Weather,2008,2/5/2008,LG&E Energy/Kentucky Utilities,Kentucky,SERC,,"76,000",severe weather,5.0,Kentucky,Severe Weather
Equipment Faulted,2008,2/2/2008,Crockett Cogeneration,California,WECC,,-,equipment failure,12.483333333333333,California,Equipment Failures
Equipment Faulted,2008,2/1/2008,Crockett Cogeneration,California,WECC,,-,equipment failure,1.8166666666666667,California,Equipment Failures
Severe Thunderstorms,2008,1/29/2008,Entergy Corporation,Louisiana,SERC,,"110,000","severe weather, thunderstorm",112.0,Louisiana,Severe Weather
Wind/Ice Storm,2008,1/29/2008,DTE Energy - Detroit Edison,Michigan,RFC,,"86,915","severe weather, winter storm",68.5,Michigan,Severe Weather
Exciter Faulted,2008,1/29/2008,Crockett Cogeneration,California,WECC,,-,equipment failure,7.283333333333333,California,Equipment Failures
Winter Storm,2008,1/4/2008,Pacific Gas and Electric Company,California,WECC,500,"2,606,931","severe weather, winter storm",253.0,California,Severe Weather
Winter Storm,2007,12/23/2007,Consumers Energy,Michigan,RFC,50,"134,288","severe weather, winter storm",60.61666666666667,Michigan,Severe Weather
Ice Storm,2007,12/11/2007,Westar Energy,Kansas,MRO,500,"95,000","severe weather, winter storm",227.5,Kansas,Severe Weather
Ice Storm,2007,12/10/2007,American Electric Power,Oklahoma,SPP,,"256,663","severe weather, winter storm",220.86666666666667,Oklahoma,Severe Weather
Voltage Reduction/Made Public Appeal/Fuel Deficiency,2007,12/1/2007,ISO New England,Maine,NPCC,0,0,"fuel supply emergency, public appeal, voltage reduction",27.933333333333334,Maine,Electrical System Issues
Load Shedding,2007,10/26/2007,City of Riverside,California,WECC,240,"104,000",load shedding,3.9833333333333334,California,Load Shedding
Brush Fire/Load Shedding,2007,10/22/2007,San Diego Gas and Electric Company,California,WECC,199,"68,780","wild fire, load shedding",0.6166666666666667,California,Wild Fire
Brush Fire/Load Shedding,2007,10/22/2007,California Independent System Operator,California,WECC,700,"300,000","wild fire, load shedding",0.2833333333333333,California,Wild Fire
Brush Fire/Load Shedding/Implemented Emergency Alert,2007,10/22/2007,Southern California Edison Company,California,WECC,451,"90,323","wild fire, load shedding",0.35,California,Wild Fire
High Winds,2007,10/18/2007,Puget Sound Energy,Washington,WECC,,"160,000","severe weather, wind",92.6,Washington,Severe Weather
Unit Tripped,2007,9/24/2007,"New Covert Generating Company, LLC",Michigan,RFC,320,,generator trip,2.8,Michigan,Equipment Failures
Electrical System Separation/Load Shedding/ Implemented Emergency Alert/Severe Storms,2007,9/18/2007,Great River Energy,Manitoba,MRO,"8,000-10,000","GRE (1,900) Total 11,175","severe weather, storm, islanding, load shedding",1.25,Manitoba,Severe Weather
Electrical System Separation/Load Shedding/ Implemented Emergency Alert/Severe Storms,2007,9/18/2007,Northern States Power Company,Michigan,MRO,16,"6,000","severe weather, storm, islanding, load shedding",0.9333333333333333,Michigan,Severe Weather
Electrical System Separation,2007,9/17/2007,Crawfordsville Electric Light and Power,Indiana,RFC,50,"9,600",islanding,0.7833333333333333,Indiana,Electrical System Issues
Hurricane Humberto,2007,9/13/2007,Entergy Corporation,Texas,SPP,,"118,000","severe weather, hurricane/tropical storm",27.0,Texas,Severe Weather
High Temperatures/Made Public Appeals,2007,9/4/2007,San Diego Gas and Electric Company,California,WECC,,,"severe weather, heat, public appeal",7.0,California,Severe Weather
High Temperatures/Made Public Appeals,2007,9/3/2007,San Diego Gas and Electric Company,California,WECC,,,"severe weather, heat, public appeal",5.0,California,Severe Weather
Shed Load,2007,8/29/2007,Modesto Irrigation District,California,WECC,180,"26,000",load shedding,1.0666666666666667,California,Load Shedding
Severe Storm,2007,8/24/2007,DTE Energy  (Detroit Edison),Michigan,RFC,,"75,000","severe weather, storm",84.5,Michigan,Severe Weather
Severe Storms,2007,8/23/2007,Exelon Corporation West ComEd,Illinois,RFC,,"629,590","severe weather, storm",126.81666666666666,Illinois,Severe Weather
Severe Thunderstorms,2007,8/19/2007,Dominion Virginia Power,Virginia,SERC,100,"58,500","severe weather, thunderstorm",1.6,Virginia,Severe Weather
Severe Weather,2007,8/16/2007,Dominion Virginia Power,Virginia,SERC,200,"93,300",severe weather,25.316666666666666,Virginia,Severe Weather
Severe Weather,2007,8/16/2007,Dominion Virginia Power,Virginia,SERC,200,"93,300",severe weather,25.316666666666666,Virginia,Severe Weather
Declared Energy Emergency Alert2/Heat Wave,2007,8/14/2007,American Electric Power (CSWS),Arkansas,SPP,20,-,"severe weather, heat",4.0,Arkansas,Severe Weather
Severe Thunderstorm,2007,8/13/2007,Ameren Corporation,Missouri,SERC,,"63,000","severe weather, thunderstorm",34.5,Missouri,Severe Weather
Severe Thunderstorms,2007,8/9/2007,Duquesne Light Company,Pennsylvania,RFC,90,"55,000","severe weather, thunderstorm",1.3,Pennsylvania,Severe Weather
Major Storms,2007,7/19/2007,Dominion - Virginia Power/North Carolina Power,Virginia,SERC,72,"107,000","severe weather, storm",6.416666666666667,Virginia,Severe Weather
Severe Weather,2007,7/18/2007,Exelon Corporation West ComEd,Illinois,RFC,300,"135,000",severe weather,8.0,Illinois,Severe Weather
Fire/Load Shedding,2007,7/16/2007,PacifiCorp,Utah,WECC,306,-,"wild fire, load shedding",4.716666666666667,Utah,Wild Fire
Electrical Separation/Load Shedding/Made Public Appeal,2007,7/6/2007,Idaho Power Company,Idaho,WECC,60,0,"islanding, load shedding, public appeal",1.0333333333333334,Idaho,Load Shedding
Electrical Separation/Load Shedding/Made Public Appeal,2007,7/6/2007,Idaho Power Company,Oregon,WECC,60,0,"islanding, load shedding, public appeal",1.0333333333333334,Oregon,Load Shedding
Severe Storm,2007,7/5/2007,DTE Energy  (Detroit Edison),Michigan,RFC,-,"69,000","severe weather, storm",60.0,Michigan,Severe Weather
Load Shedding,2007,6/5/2007,Idaho Power Company,Idaho,WECC,424,"80,000",load shedding,0.9166666666666666,Idaho,Load Shedding
Load Shedding,2007,6/5/2007,Idaho Power Company,Oregon,WECC,424,"80,000",load shedding,0.9166666666666666,Oregon,Load Shedding
Unit Tripped,2007,5/21/2007,Crockett Cogeneraton,California,WECC,140,-,generator trip,3.033333333333333,California,Equipment Failures
